,sheadline,numrech,dfyh
948,[CLS]vice shane smith drops 300 000 on vegas dinner[SEP],948,0
949,[CLS]report christian bale just bailed on the steve jobs movie[SEP],949,1
950,[CLS]isis reportedly beheads american photojournalist in iraq[SEP],950,2
951,[CLS]small red book among finds in 113 year old boston time capsule[SEP],951,3
952,[CLS]duped again macaulay culkin is not dead[SEP],952,0
953,[CLS]nasa questions whether crater in nicaragua caused by meteorite[SEP],953,1
954,[CLS]wsj apple cut watch health features due to erratic sensors[SEP],954,2
955,[CLS]kurds fear isis use of chemical weapon in kobani[SEP],955,3
956,[CLS]rumors of king abdullah flying in airstrikes not true fox excited anyway[SEP],956,0
957,[CLS]batmobile stolen from batman v superman dawn of justice set zack snyder knows who did it[SEP],957,1
958,[CLS]six months after abducting nigerian schoolgirls boko haram reportedly wants to free them[SEP],958,2
959,[CLS]new audio shows michael brown was shot at 11 times[SEP],959,3
960,[CLS]boko haram denies ceasefire claim by nigeria government[SEP],960,0
961,[CLS]web of confusion as scientists cast doubt on man claims that a spider burrowed into his stomach through his scar[SEP],961,1
962,[CLS]isis leader killed in us airstrikes[SEP],962,2
963,[CLS]luke somers killed in failed rescue attempt in yemen [SEP],963,3
964,[CLS]isilkulskom student has gained superhero powers after shock[SEP],964,0
965,[CLS]op ed hoax priest who never existed claims he died saw female god[SEP],965,1
966,[CLS]kim jong un broke both ankles and is hospitalized report claims[SEP],966,2
967,[CLS]anna wintour is rat infestation at nyc vogue office kim kardashians fault [SEP],967,3
968,[CLS]see it california homeless man uses 100 gift to give food to others[SEP],968,0
969,[CLS]wife of isis leader abu bakr al baghdadi detained in lebanon[SEP],969,1
970,[CLS]islamic militants post video claiming to show beheading of you s[SEP],970,2
971,[CLS]this letter to parents from a 1970s lego set contains an important message for gender equality[SEP],971,3
972,[CLS]vigilantes cut off alleged rapist penis[SEP],972,0
973,[CLS]priest who died for 48 minutes says he met god and she is a woman[SEP],973,1
974,[CLS]iraqi media isis militants have contracted ebola[SEP],974,2
975,[CLS]ferguson riots audio may have captured michael brown shooting[SEP],975,3
976,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],976,0
977,[CLS]report christian bale just bailed on the steve jobs movie[SEP],977,1
978,[CLS]islamist websites claim israeli canadian woman kidnapped by is report[SEP],978,2
979,[CLS]isis claims an american hostage kayla mueller died in airstrike in syria[SEP],979,3
980,[CLS]here are microsoft new robot security guards[SEP],980,0
981,[CLS]christian bale set to play steve jobs in forthcoming biopic of apple co founder[SEP],981,1
982,[CLS]isis fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him [SEP],982,2
983,[CLS]did paul rudd help tackle that dallas airport gay basher [SEP],983,3
984,[CLS]lynch mob castrates alleged rapist in rajasthan[SEP],984,0
985,[CLS]after giving a homeless man 100 this guy secretly filmed him [SEP],985,1
986,[CLS]james foley missing american photojournalist reportedly executed by isis in syria[SEP],986,2
987,[CLS]canadian soldier shot at ottawa war memorial report[SEP],987,3
988,[CLS]james foley american journalist james wright foley beheaded in new isis video breaking news [SEP],988,0
989,[CLS]christian bale is steve jobs[SEP],989,1
990,[CLS]ebola outbreak 2015 update isis fighters may have contracted deadly virus[SEP],990,2
991,[CLS]isis extremists claim to behead british hostage david haines[SEP],991,3
992,[CLS]fence jumper got farther into white house[SEP],992,0
993,[CLS]boko haram agrees to ceasefire release of school girls[SEP],993,1
994,[CLS]missing libyan aircraft spark fears of 9 11 style attack in north africa[SEP],994,2
995,[CLS]led zeppelins robert plant ripped up a 924 million reunion contract[SEP],995,3
996,[CLS]conde nast rat problem at one world trade centre from red carpets to rodent droppings[SEP],996,0
997,[CLS]someone painted a graffiti dick on a 2 5 million car[SEP],997,1
998,[CLS]isil video claims beheading of kidnapped journalist james foley[SEP],998,2
999,[CLS]teletubbies sun baby fans freak out over jess smith 19[SEP],999,3
1000,[CLS]sugarhill gang rapper big bank hank dies at age 57[SEP],1000,0
1001,[CLS]more than 200 kidnapped nigerian girls to be released after deal reached with boko haram[SEP],1001,1
1002,[CLS]rep duncan hunter at least 10 isis fighters caught at mexican border[SEP],1002,2
1003,[CLS]nigeria boko haram reach ceasefire deal kidnapped girls to go free official says[SEP],1003,3
1004,[CLS]cpwd official sacked for absence from duty for 25 years[SEP],1004,0
1005,[CLS]wild misinformation brian williams explains the mike seidel liveshot[SEP],1005,1
1006,[CLS]ferguson riots audio may have captured michael brown shooting[SEP],1006,2
1007,[CLS]boko haram denies cease fire leader says he married off kidnapped girls[SEP],1007,3
1008,[CLS]this man paid off his parents mortgage for christmas video [SEP],1008,0
1009,[CLS]nyc high school student nicknamed teen wolf made 72 million on stock market[SEP],1009,1
1010,[CLS]missing jetliners raise fear of new 9 11 style attacks after libyan airport falls to islamic militants[SEP],1010,2
1011,[CLS]report 4 isis terrorists caught at southern border in 36 hrs[SEP],1011,3
1012,[CLS]macaulay culkin dead [SEP],1012,0
1013,[CLS]was alleged audio of michael brown shooting on cnn a hoax [SEP],1013,1
1014,[CLS]mexican students not among bodies found in mass graves[SEP],1014,2
1015,[CLS]isis reportedly beheads you s[SEP],1015,3
1016,[CLS]bodies in mexico mass grave apparently not those of missing students[SEP],1016,0
1017,[CLS]boko haram agrees to ceasefire release of school girls[SEP],1017,1
1018,[CLS]boston com pulls story accusing prof of sending racist emails[SEP],1018,2
1019,[CLS]islamic state militants claim to behead missing american journalist[SEP],1019,3
1020,[CLS]saudi cleric condemns snowmen as anti islamic[SEP],1020,0
1021,[CLS]north korean dictator kim jong un to open restaurant in scotland[SEP],1021,1
1022,[CLS]audio recording allegedly captures at least 10 shots fired in michael brown killing[SEP],1022,2
1023,[CLS]isis militants allegedly contracted ebola[SEP],1023,3
1024,[CLS]watch us marine saved by helmet after being shot by taliban sniper[SEP],1024,0
1025,[CLS]pants on fire duncan hunter makes unconfirmed claim border patrol caught at least 10 isis fighters[SEP],1025,1
1026,[CLS]islamic state claims to have beheaded american journalist[SEP],1026,2
1027,[CLS]isis getting ebola[SEP],1027,3
1028,[CLS]in moscow police are looking for a felon cut the male genitals[SEP],1028,0
1029,[CLS]ypg confirms gill rosenberg not captured in kobani[SEP],1029,1
1030,[CLS]vigilantes cut off alleged rapist penis[SEP],1030,2
1031,[CLS]obama denounces james foley execution today the entire world is appalled [SEP],1031,3
1032,[CLS]big bank hank dead sugarhill gang member and rapper dies aged 57[SEP],1032,0
1033,[CLS]attorney new audio reveals pause in gunfire when michael brown was shot[SEP],1033,1
1034,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],1034,2
1035,[CLS]apple watch to feature time only power reserve mode prototypes disguised as samsung watches[SEP],1035,3
1036,[CLS]video shows dramatic moment bullet strikes you s[SEP],1036,0
1037,[CLS]hoax alert father oneal who has met god and thinks she is a woman is made up just like god herself [SEP],1037,1
1038,[CLS]continuing violence puts boko haram ceasefire in jeopardy[SEP],1038,2
1039,[CLS]report former baseball star jose canseco accidentally shot at home[SEP],1039,3
1040,[CLS]video messaging service verifies timing of cnn audio recording[SEP],1040,0
1041,[CLS]bunbury local discovered a spider had burrowed under his skin on bali holiday[SEP],1041,1
1042,[CLS]video appears to show beheading of journalist james foley who went missing in syria[SEP],1042,2
1043,[CLS]luke somers killed in failed rescue attempt in yemen [SEP],1043,3
1044,[CLS]a husband breaks down in tears after lost voicemail message by his late wife is recovered[SEP],1044,0
1045,[CLS]oscar winner christian bale to play steve jobs in upcoming biopic[SEP],1045,1
1046,[CLS]now that is a royal trip [SEP],1046,2
1047,[CLS]nicaragua meteorite impact theory may be meteor wrong[SEP],1047,3
1048,[CLS]islamic state fighters detonate scorpion bombs in terror siege[SEP],1048,0
1049,[CLS]graffiti artist banksy arrested in london identity revealed[SEP],1049,1
1050,[CLS]who probing whether isis fighters got ebola[SEP],1050,2
1051,[CLS]isil video claims beheading of kidnapped journalist james foley[SEP],1051,3
1052,[CLS]graphic photo oliver ilic uses razor blade to slice off own manhood after girlfriend broke up with him[SEP],1052,0
1053,[CLS]cnn expert on brown audio at first i thought someones trying to punk cnn[SEP],1053,1
1054,[CLS]rumor stainless steel apple watch will cost 500 gold 4 000[SEP],1054,2
1055,[CLS]christian bale in talks to play steve jobs for sony danny boyle[SEP],1055,3
1056,[CLS]man severed penis that failed to impress girls[SEP],1056,0
1057,[CLS]small meteorite strikes in nicaragua capital city of managua[SEP],1057,1
1058,[CLS]rumors about fidel castros death again circulate on the internet[SEP],1058,2
1059,[CLS]cook said to confirm apple watch is showerproof lasts a day[SEP],1059,3
1060,[CLS]net extra back from the dead catholic priest claims god is a female[SEP],1060,0
1061,[CLS]dylan thomas finds tropical spider burrowed under skin[SEP],1061,1
1062,[CLS]james foley american journalist james wright foley beheaded in new isis video breaking news [SEP],1062,2
1063,[CLS]mcdonalds removing big mac apple pies and eliminating large size options[SEP],1063,3
1064,[CLS]report christian bale just bailed on the steve jobs movie[SEP],1064,0
1065,[CLS]boko haram agrees to ceasefire release of school girls[SEP],1065,1
1066,[CLS]audio captured at time of michael brown shooting company says[SEP],1066,2
1067,[CLS]founding fathers era time capsule found in boston[SEP],1067,3
1068,[CLS]it was me [SEP],1068,0
1069,[CLS]watch bird launches airstrike on putins shoulder updated [SEP],1069,1
1070,[CLS]isis syria news iraqi pilots training isis fighters to fly captured planes[SEP],1070,2
1071,[CLS]isis appears to behead american photojournalist in youtube video[SEP],1071,3
1072,[CLS]man chops off own penis throws it in a dustbin after poor show in bed[SEP],1072,0
1073,[CLS]meteorite leaves crater in nicaraguan capital managua[SEP],1073,1
1074,[CLS]fence jumper got farther into white house[SEP],1074,2
1075,[CLS]breaking news british born you s[SEP],1075,3
1076,[CLS]islamic state beheads missing american journalist james wright foley[SEP],1076,0
1077,[CLS]7 teen girls get pregnant on school trip read more at http www wnd com 2014 12 7 teen girls get pregnant on school trip f5filod6yfpaspv9 99[SEP],1077,1
1078,[CLS]christian bale in talks to play steve jobs in danny boyle biopic[SEP],1078,2
1079,[CLS]whiz kid stock picker i did not actually make 72m trading[SEP],1079,3
1080,[CLS]islamist terrorists jabhat ansar al deen tweet picture of texas plumbers truck fitted with anti aircraft gun in syria[SEP],1080,0
1081,[CLS]net extra back from the dead catholic priest claims god is a female[SEP],1081,1
1082,[CLS]accountant says comcast got him fired for contesting bogus charges[SEP],1082,2
1083,[CLS]isis video claims to show beheading of british hostage david haines[SEP],1083,3
1084,[CLS]teacher sex tape exposed as a fake after internet detectives trace the origin of pornographic clip[SEP],1084,0
1085,[CLS]video messaging app says audio recording of michael brown shooting is authentic[SEP],1085,1
1086,[CLS]meet the college student who claims she was the teletubbies sun baby[SEP],1086,2
1087,[CLS]soldier shot near canadian parliament building[SEP],1087,3
1088,[CLS]indian civil servant sacked after 24 year sickie [SEP],1088,0
1089,[CLS]expert casts doubt on bunbury man dylan thomass burrowing stomach spider story[SEP],1089,1
1090,[CLS]breaking udpated isis reportedly use chemical weapons in kobane[SEP],1090,2
1091,[CLS]isis leader dead [SEP],1091,3
1092,[CLS]280 pound catfish fisherman makes huge catch in italy catfish could set record[SEP],1092,0
1093,[CLS]new york schoolboy who made 72million trading stocks on his lunch breaks and now takes his friends out to dine on 400 caviar drives a bmw and has definitely made his immigrant parents proud[SEP],1093,1
